id	first_name	last_name	contributions	total_contributions
3440	G.	Horgan	[3.2.4.1.1.x1]	1
3442	M.	Hutchins	[3.2.4.1.1.x1]	1
3443	P.	Huyck	[3.2.4.1.1.x1]	1
3444	P.	Imeson	[3.2.4.1.1.x1]	1
3445	J.	Ingram	[3.2.4.1.1.x1]	1
3446	P.D.	Jamieson	[3.2.4.1.1.x1]	1
3447	T.	Jarupongsakul	[3.2.4.1.1.x1]	1
3448	J.	Jenik	[3.2.4.1.1.x1]	1
3449	Richels	John	[3.3.2.1.1.x1]	1
3450	A.J.	Jordan	[3.2.4.1.1.x2]	2
3452	U.	Kaly	[3.2.4.1.1.x1]	1
3453	A.	Kedziora	[3.2.4.1.1.x1]	1
3454	U.	Kelkar	[3.2.4.1.1.x1]	1
3455	S.R.	Khan	[3.2.4.1.1.x1]	1
3456	R.	Khanna-Chopra	[3.2.4.1.1.x1]	1
3457	R.	Khosa	[3.2.4.1.1.x1]	1
3458	M.P.	Kirpes	[3.2.4.1.1.x1]	1
3459	K.	Kobak	[3.2.4.1.1.x1]	1
3460	Anja	Kollmuss	[3.3.4.1.1.x1]	1
3461	A.	Koukhta	[3.2.4.1.1.x1]	1
3462	Zbigniew	Kundzewicz	[3.2.1.1.1.x1|3.2.2.1.1.x2]	3
3464	S.	Lake	[3.2.4.1.1.x1]	1
3465	S.	Lavorel	[3.2.4.1.1.x1]	1
3466	R.	Leigh	[3.2.4.1.1.x1]	1
3467	A.	Lelakin	[3.2.4.1.1.x1]	1
3468	M.	Livermore	[3.2.4.1.1.x1]	1
3469	V.	Lyne	[3.2.4.1.1.x1]	1
3470	Ton	Manders	[3.3.4.1189.107.x1]	1
3471	J.P.	Martinez Rica	[3.2.4.1.1.x1]	1
3472	Shakespeare	Maya	[3.3.2.1.1.x1]	1
3473	M.	Mcglone	[3.2.4.1.1.x1]	1
3474	A.	Mckenzie	[3.2.4.1.1.x1]	1
3475	G.	Mckeon	[3.2.4.1.1.x1]	1
3476	J.	Mckoy	[3.2.4.1.1.x1]	1
3477	H.	Mcleod	[3.2.4.1.1.x1]	1
3478	P.	Megonigal	[3.2.4.1.1.x1]	1
3479	S.	Meyn	[3.2.4.1.1.x1]	1
3480	Klaus	Michael	[3.3.2.1.1.x1]	1
3481	S.	Mizina	[3.2.4.1.1.x1]	1
3482	B.	Morales-Arnao	[3.2.4.1.1.x1]	1
3483	G.	Morgan	[3.2.4.1.1.x1]	1
3484	J.	Morgan	[3.1.4.1.1.x1]	1
3485	B.	Mullan	[3.2.4.1.1.x1]	1
3486	N.	Myers	[3.2.4.1.1.x1]	1
3487	Toshio	Nakada	[3.3.4.1.1.x1]	1
3488	M.	Nakagawa	[3.2.4.1.1.x1]	1
3489	M.	Nakayama	[3.2.4.1.1.x1]	1
3490	Morita	Nebojsa	[3.3.2.1.1.x1]	1
3491	I.	Nemesova	[3.2.4.1.1.x1]	1
3492	P.	Newton	[3.2.4.1.1.x1]	1
3493	T.	Ngara	[3.2.4.1.1.x1]	1
3494	Jian	Ni	[3.2.4.1.1.x1]	1
3495	A.	Nishat	[3.2.4.1.1.x1]	1
3496	W.	North	[3.1.4.1.1.x1]	1
3497	A.	Novoplansky	[3.2.4.1.1.x1]	1
3498	J.E.	Olesen	[3.2.4.1.1.x1]	1
3499	A.	Olsthoom	[3.2.4.1.1.x1]	1
3500	B.	Orlando	[3.2.4.1.1.x1]	1
3501	O.	Oropeza	[3.2.4.1.1.x1]	1
3502	J.D.	Pabon	[3.2.4.1.1.x1]	1
3503	H.	Pauli	[3.2.4.1.1.x1]	1
3504	J.	Paz	[3.2.4.1.1.x1]	1
3505	O.	Paz	[3.2.4.1.1.x1]	1
3506	F.	Picado	[3.2.4.1.1.x1]	1
3507	M.	Posch	[3.2.4.1.1.x1]	1
3508	Price	Richard	[3.3.2.1.1.x1]	1
3509	Jose	Roberto	[3.3.2.1.1.x1]	1
3510	Ye	Ruqiu	[3.3.2.1.1.x1]	1
3511	L.	Ryszkowski	[3.2.4.1.1.x1]	1
3512	D.	Saltz	[3.2.4.1.1.x1]	1
3513	I.	Sanchez-Arevalo	[3.2.3.1.1.x1]	1
3514	John	Schellnhuber	[3.2.1.1.1.x1]	1
3515	D.	Scott	[3.2.1.1.1.x1|3.2.2.1.1.x2]	3
3516	K.P.	Sharma	[3.3.2.1.1.x1]	1
3518	S.	Shida	[3.2.4.1.1.x1]	1
3519	M.L.	Shrestha	[3.2.4.1.1.x1]	1
3520	A.Z.	Shvidenko	[3.2.4.1.1.x1]	1
3521	B.	Sinclair	[3.2.4.1.1.x1]	1
3522	B.	Singh	[3.2.4.1.1.x1]	1
3523	M.	Skinner	[3.1.4.1.1.x1]	1
3524	D.	Smith	[3.2.4.1.1.x1]	1
3525	Sharmila B.	Srikanth	[3.3.4.1.1.x1]	1
3526	R.	Sturrock	[3.2.4.1.1.x1]	1
3527	B.	Sutherst	[3.2.4.1.1.x1]	1
3528	G.	Takle	[3.2.4.1.1.x1]	1
3529	S.	Tapsell	[3.2.4.1.1.x1]	1
3530	T.S.	Teh	[3.2.4.1.1.x1]	1
3531	J.-P.	Theurillat	[3.2.4.1.1.x1]	1
3532	Moreira	Tsuneyuki	[3.3.2.1.1.x1]	1
3533	L.	Unganai	[3.2.4.1.1.x1]	1
3534	R.S.W.	Van de Wal	[3.1.4.1.1.x1]	1
3535	L.	Villar	[3.2.4.1.1.x1]	1
3536	L.	Villers	[3.2.2.1.1.x1]	1
3537	G.	Wall	[3.2.4.1.1.x1]	1
3538	B.	Watson	[3.2.4.1.1.x1]	1
3539	P.	Weech	[3.2.4.1.1.x1]	1
3540	D.	White	[3.1.4.1.1.x1]	1
3541	T.	Williamson	[3.1.4.1.1.x1]	1
3542	K.	Wilson	[3.2.4.1.1.x1]	1
3543	Xiaoping	Xin	[3.2.4.1.1.x1]	1
3544	T.	Yonow	[3.2.4.1.1.x1]	1
3545	A.	Zangvil	[3.2.4.1.1.x1]	1
3546	N.	Zeng	[3.2.4.1.1.x1]	1
3547	K.	Zickfeld	[3.2.4.1.1.x1]	1
3548	Leisa	Perch	[5.2.2.435.9.x1]	1
3549	Susan	Cutter	[5.2.3.321.113.x1]	1
3550	Ama	Essel	[5.2.2.347.37.x1]	1
3551	M.	Ayers	[1.2.4.1.1.x1]	1
3552	G.	Demarée	[1.2.4.1.1.x1]	1
3553	B.	Foxworthy	[1.2.4.1.1.x1]	1
3554	K.	Hanaki	[1.2.4.1.1.x1]	1
3555	J.	Kelman	[1.2.4.1.1.x1]	1
3556	R.	Lawford	[1.2.4.1.1.x1]	1
3557	B.	Stewart	[1.2.4.1.1.x1]	1
3558	T.	Yamada	[1.2.4.1.1.x1]	1
3559	C.	Rouviere	[1.2.2.1.1.x1]	1
3560	Y.	Shinyak	[1.2.2.1.1.x1]	1
3561	J.	Topping	[1.2.2.1.1.x1]	1
3562	P.	Cheng	[1.2.4.1.1.x1]	1
3563	J.	Connell	[1.2.4.1.1.x1]	1
3564	P.	Roy	[1.2.4.1.1.x1]	1
3565	S.	Safiullah	[1.2.4.1.1.x1]	1
3566	H.L.	Tebicke	[1.2.4.1.1.x1]	1
3567	P.	Donat-Hader	[1.2.4.1.1.x1]	1
3568	K.	Gertis	[1.2.4.1.1.x1]	1
3569	E.G.	Jung	[1.2.4.1.1.x1]	1
3570	F.	Steimle	[1.2.4.1.1.x1]	1
3571	E.	Tekulve	[1.2.4.1.1.x1]	1
3572	G.	Waschke	[1.2.4.1.1.x1]	1
3573	S.	Nishinomiya	[1.2.4.1.1.x1]	1
3574	N.	Washida	[1.2.4.1.1.x1]	1
3575	D.S.	Wratt	[1.2.4.1.1.x1]	1
3576	W.H.	Weihe	[1.2.4.1.1.x1]	1
3577	L.D.	Grant	[1.2.4.1.1.x1]	1
3578	J.C.	van der Leun	[1.2.4.1.1.x1]	1
3579	D.	Guinnup	[1.2.4.1.1.x1]	1
3580	J.D.	Longstreth	[1.2.4.1.1.x1]	1
3581	A.	Teramura	[1.2.4.1.1.x1]	1
3582	M.P.	Walsh	[1.2.4.1.1.x1]	1
3583	I.	Nazarov	[1.2.4.1.1.x1]	1
3584	N.F.	Vladimirova	[1.2.4.1.1.x1]	1
3585	A.F.	Yakovlev	[1.2.4.1.1.x1]	1
3586	P.J.	Waight	[1.2.4.1.1.x1]	1
3587	T.	Agnew	[1.2.4.1.1.x1]	1
3588	M.	Berry	[1.2.4.1.1.x1]	1
3589	S.	Chernyak	[1.2.4.1.1.x1]	1
3590	P.	Kaplin	[1.2.4.1.1.x1]	1
3591	NULL	Korsak	[1.2.4.1.1.x1]	1
3592	A.	Lapenis	[1.2.4.1.1.x1]	1
3593	E.	LaRoe	[1.2.4.1.1.x1]	1
3594	A.	Lukin	[1.2.4.1.1.x1]	1
3595	J.	Meehan	[1.2.4.1.1.x1]	1
3596	I.	Pershina	[1.2.4.1.1.x1]	1
3597	M.	Rees	[1.2.4.1.1.x1]	1
3598	S.	Rodionov	[1.2.4.1.1.x1]	1
3599	V.	Shigaev	[1.2.4.1.1.x1]	1
3600	J.	Smith	[1.2.4.1.1.x1]	1
3601	W.	Sprigg	[1.2.4.1.1.x1]	1
3602	R.	Stewart	[1.2.4.1.1.x1]	1
3603	S.	Zeeman	[1.2.4.1.1.x1]	1
3604	D.	Riseborough	[1.2.4.1.20.x1]	1
3605	Cheng	Guodong	[1.2.4.1.23.x1]	1
3606	V.J.	Lunardini	[1.2.4.1.113.x1]	1
3607	M.	Gavrilova	[1.2.4.1.114.x1]	1
3608	E.A.	Köster	[1.2.4.1.107.x1]	1
3609	M.F.	Meier	[1.2.4.1.113.x1]	1
3610	M.	Smith	[1.2.4.1.20.x1]	1
3611	H.	Baker	[1.2.4.1.20.x1]	1
3612	N.A.	Grave	[1.2.4.1.114.x1]	1
3613	C.M.	Clapperton	[1.2.4.1.117.x1]	1
3614	M.	Brugman	[1.2.4.1.20.x1]	1
3615	S.M.	Hodge	[1.2.4.1.113.x1]	1
3616	A.S.	Judge	[1.2.4.1.20.x1]	1
3617	P.G.	Quilty	[1.2.4.1.6.x1]	1
3618	R.	Hansson	[1.2.4.1.75.x1]	1
3619	J.A.	Heginbottom	[1.2.4.1.20.x1]	1
3620	H.	Keys	[1.2.4.1.73.x1]	1
3621	D.M.	Barnett	[1.2.4.1.20.x1]	1
3622	I.M.	Whillans	[1.2.4.1.113.x1]	1
3623	R.	Haugen	[1.2.4.1.113.x1]	1
3624	F.	Sayles	[1.2.4.1.113.x1]	1
3625	Amr	Abdel-Aziz	[5.3.2.488.30.x1]	1
3628	Roberto	Acosta Moreno	[5.3.2.489.26.x1]	1
3629	Adolph	Acquaye	[5.3.2.490.117.x1]	1
3631	Helal	Ahammad	[5.3.2.491.6.x1]	1
3632	Jiahua	Ahenkorah Pan	[5.3.2.492.23.x1]	1
3633	Hashem	Akbari	[5.3.2.494.20.x1]	1
3634	Keigo	Akimoto	[5.3.2.495.51.x1]	1
3638	Julian	Allwood	[5.3.2.276.117.x1]	1
3646	Leonardo	Barreto	[5.3.2.497.7.x1]	1
3647	John	Barrett	[5.3.2.498.117.x1]	1
3649	Dipal Chandra	Barua	[5.3.2.499.8.x1]	1
3650	Igor	Bashmakov	[5.3.1.500.86.x1]	1
3652	Paolo	Bertoldi	[5.3.2.501.49.x1]	1
3653	Anthony	Bigio	[5.3.2.502.113.x1]	1
3654	Gabriel	Blanco	[5.3.1.503.5.x1]	1
3655	Hilda	Blanco	[5.3.2.504.113.x1]	1
3656	Geoffrey	Blanford	[5.3.2.505.113.x1]	1
3659	Valentina	Bosetti	[5.3.2.507.49.x1]	1
3664	Thomas	Brewer	[5.3.2.508.113.x1]	1
3668	Thomas	Bruckner	[5.3.1.510.36.x1]	1
3670	Mercedes	Bustamante	[5.3.1.512.16.x1]	1
3671	Luisa F.	Cabeza	[5.3.2.513.97.x1]	1
3673	Carlo	Carraro	[5.3.3.507.49.x1]	1
3677	Jean-Paul	Ceron	[5.3.2.515.35.x1]	1
3678	Robert	Cervero	[5.3.3.298.113.x1]	1
3681	Wenying	Chen	[5.3.3.516.23.x1]	1
3684	Donald	Chimanikire	[5.3.2.517.123.x1]	1
3685	Lloyd	Chingambo	[5.3.2.518.122.x1]	1
3687	Helena	Chum	[5.3.2.297.113.x1]	1
3689	Harry	Clark	[5.3.2.442.73.x1]	1
3691	Leon	Clarke	[5.3.1.256.113.x1]	1
3692	Roland	Clift	[5.3.3.519.117.x1]	1
3697	Mariana	Conte Grand	[5.3.2.520.5.x1]	1
3698	Roger	Cooke	[5.3.2.521.113.x1]	1
3700	Thomas	Cottier	[5.3.2.126.102.x1]	1
3701	Felix	Creutzig	[5.3.2.522.36.x1]	1
3702	Xochitl	Cruz-Núñez	[5.3.2.523.64.x1]	1
3704	Marcio	D'Agosto	[5.3.2.342.16.x1]	1
3706	Heleen	de Coninck	[5.3.2.526.107.x1]	1
3707	Angel	De la Vega	[5.3.2.236.64.x1]	1
3708	Elizabeth	Deakin	[5.3.3.527.113.x1]	1
3710	Gian Carlo	Delgado	[5.3.2.528.64.x1]	1
3711	Volodymyr	Demkine	[5.3.3.529.116.x1]	1
3713	David	Dewar	[5.3.2.149.95.x1]	1
3714	Shobhakar	Dhakal	[5.3.1.531.105.x1]	1
3715	Cristobal Felix	Diaz Morejon	[5.3.2.532.26.x1]	1
3716	Delia	Dimitriu	[5.3.2.533.113.x1]	1
3719	Hongmin	Dong	[5.3.2.406.23.x1]	1
3721	Navroz	Dubash	[5.3.2.534.44.x1]	1
3723	Varun	Dutt	[5.3.2.150.44.x1]	1
3725	Erik	Echeverri Haites	[5.3.2.535.20.x1]	1
3726	James	Edmonds	[5.3.2.256.113.x1]	1
3727	Ismail	Elgizouli	[5.3.3.536.99.x1]	1
3728	Elnour Abdalla	Elsiddig	[5.3.2.487.99.x1]	1
3730	Joseph Kow	Essandoh- Yeddu	[5.3.2.537.37.x1]	1
3731	Nicholas	Eyre	[5.3.2.538.117.x1]	1
3737	Solomone	Fifita	[5.3.2.539.33.x1]	1
3738	Maria Josefina	Figueroa	[5.3.2.540.28.x1]	1
3739	Michael	Finus	[5.3.2.541.117.x1]	1
3741	Manfred	Fischedick	[5.3.1.542.36.x1]	1
3742	Karen	Fisher-Vanden	[5.3.2.195.113.x1]	1
3747	Paul	Frankel	[5.3.2.543.113.x1]	1
3752	Lew	Fulton	[5.3.2.544.113.x1]	1
3753	Bundit	Fungtammasan	[5.3.2.545.105.x1]	1
3756	Ashok	Gadgil	[5.3.2.181.113.x1]	1
3758	Alba Eritrea	Gámez Vázquez	[5.3.2.546.64.x1]	1
3761	Amit	Garg	[5.3.2.547.44.x1]	1
3762	Raúl Jorge	Garrido Vázquez	[5.3.2.532.26.x1]	1
3764	Yong	Geng	[5.3.2.548.23.x1]	1
3765	Reyer	Gerlagh	[5.3.1.549.107.x1]	1
3768	Marcos	Gomes	[5.3.3.551.16.x1]	1
3769	Luis	Gómez	[5.3.2.376.24.x1]	1
3771	Lawrence	Goulder	[5.3.2.338.113.x1]	1
3773	Dabo	Guan	[5.3.2.553.117.x1]	1
3777	Joyeeta	Gupta	[5.3.2.302.107.x1]	1
3778	Shreekant	Gupta	[5.3.1.386.44.x1]	1
3779	Sujata	Gupta	[5.3.1.554.44.x1]	1
3780	Edgar E.	Gutierrez- Espeleta	[5.3.2.555.25.x1]	1
3783	Helmut	Haberl	[5.3.2.556.7.x1]	1
3785	Kirsten	Halsnaes	[5.3.3.557.28.x1]	1
3788	Jochen	Harnisch	[5.3.1.558.36.x1]	1
3789	Richard	Harper	[5.3.2.559.6.x1]	1
3791	L.D. Danny	Harvey	[5.3.2.313.20.x1]	1
3795	Hermann	Held	[5.3.2.264.36.x1]	1
3797	Edgar	Hertwich	[5.3.2.561.75.x1]	1
3798	Niklas	Höhne	[5.3.2.562.36.x1]	1
3799	Damon	Honnery	[5.3.2.216.6.x1]	1
3800	Jean-Charles	Hourcade	[5.3.2.352.35.x1]	1
3803	Luxin	Huang	[5.3.2.563.23.x1]	1
3804	Yongfu	Huang	[5.3.2.564.34.x1]	1
3807	Atsushi	Inaba	[5.3.2.565.51.x1]	1
3808	David	Infield	[5.3.2.566.117.x1]	1
3809	Mostafa	Jafari	[5.3.2.568.46.x1]	1
3810	Adam	Jaffe	[5.3.2.569.73.x1]	1
3813	Martin	Jänicke	[5.3.3.128.36.x1]	1
3816	Kejun	Jiang	[5.3.1.525.23.x1]	1
3817	Leiwen	Jiang	[5.3.2.570.113.x1]	1
3818	Yi	Jiang	[5.3.2.516.23.x1]	1
3826	Suzana	Kahn Ribeiro	[5.3.3.342.16.x1]	1
3827	Mikiko	Kainuma	[5.3.2.129.51.x1]	1
3829	Arun	Kansal	[5.3.2.571.44.x1]	1
3832	Mohammed Said	Karrouk	[5.3.3.572.69.x1]	1
3837	Smail	Khennas	[5.3.2.575.117.x1]	1
3838	Haroon	Kheshgi	[5.3.2.576.113.x1]	1
3839	Suduk	Kim	[5.3.2.577.96.x1]	1
3840	Yong Gun	Kim	[5.3.2.578.96.x1]	1
3844	Stephan	Klasen	[5.3.1.579.36.x1]	1
3846	Shigeki	Kobayashi	[5.3.2.580.51.x1]	1
3850	Raymond	Kopp	[5.3.2.581.113.x1]	1
3853	Volker	Krey	[5.3.2.376.36.x1]	1
3854	Elmar	Kriegler	[5.3.2.200.36.x1]	1
3855	Thelma	Krug	[5.3.3.173.16.x1]	1
3856	Howard	Kunreuther	[5.3.1.583.113.x1]	1
3859	Won-Tae	Kwon	[5.1.3.229.96.x1]	1
3860	Xavier	Labandeira	[5.3.2.585.97.x1]	1
3863	Alessandro	Lanza	[5.3.2.586.49.x1]	1
3865	Myung-Kyoon	Lee	[5.3.2.588.96.x1]	1
3866	Benoit	LeFevre	[5.3.2.589.113.x1]	1
3869	Joanna	Lewis	[5.3.2.508.113.x1]	1
3872	Joanne	Linnerooth- Bayer	[5.3.3.376.7.x1]	1
3873	Enoch	Liphoto	[5.3.2.591.95.x1]	1
3875	Andreas	Löschel	[5.3.2.593.36.x1]	1
3876	Oswaldo	Lucon	[5.3.1.594.16.x1]	1
3878	Shuaib	Lwasa	[5.3.2.595.115.x1]	1
3879	Haroldo de Oliveira	Machado-Filho	[5.3.2.596.16.x1]	1
3881	Shunsuke	Managi	[5.3.2.597.51.x1]	1
3882	Jose	Marengo	[5.1.3.173.16.x1]	1
3884	Omar	Masera	[5.3.2.236.64.x1]	1
3885	Emanuele	Massetti	[5.3.2.507.49.x1]	1
3886	Ritu	Mathur	[5.3.2.598.44.x1]	1
3888	Cheikh	Mbow	[5.3.2.336.89.x1]	1
3889	Alan	McKinnon	[5.3.2.599.36.x1]	1
3890	James	McMahon	[5.3.2.181.113.x1]	1
3893	Mohammed	Messouli	[5.3.2.600.69.x1]	1
3895	Axel	Michaelowa	[5.3.2.246.102.x1]	1
3897	Catherine	Mitchell	[5.3.2.131.117.x1]	1
3900	Juan-Pablo	Montero	[5.3.2.410.22.x1]	1
3901	Jennifer	Morgan	[5.3.3.589.113.x1]	1
3903	Daniel	Mueller	[5.3.2.602.75.x1]	1
3904	Yacob	Mulugetta	[5.3.1.519.117.x1]	1
3906	Jin	Murakami	[5.3.2.603.41.x1]	1
3907	Shuzo	Murakami	[5.3.2.604.51.x1]	1
3912	Gert-Jan	Nabuurs	[5.3.3.606.107.x1]	1
3913	Harini	Nagendra	[5.3.2.607.44.x1]	1
3916	Valentin	Nenov	[5.3.3.609.17.x1]	1
3918	Peter	Newman	[5.3.2.610.6.x1]	1
3921	Emmanuel	Nzunda	[5.3.2.362.104.x1]	1
3922	Alfred	Ofosu	[5.3.2.537.37.x1]	1
3927	Minggao	Ouyang	[5.3.2.516.23.x1]	1
3930	Sergey	Paltsev	[5.3.2.320.113.x1]	1
3931	Tamás	Pálvölgyi	[5.3.3.611.42.x1]	1
3932	Matthew	Paterson	[5.3.2.238.20.x1]	1
3933	Himanshu	Pathak	[5.3.2.613.44.x1]	1
3934	Anthony	Patt	[5.3.2.376.7.x2]	2
3938	Daniel	Perczyk	[5.3.2.614.5.x1]	1
3939	Ignacio	Perez-Arriaga	[5.3.3.615.97.x1]	1
3946	Christopher	Pyke	[5.3.2.616.113.x1]	1
3949	Kilaparti	Ramakrishna	[5.3.2.291.113.x1]	1
3950	Anuradha	Ramaswami	[5.3.2.362.104.x1]	1
3954	Michael	Rauscher	[5.3.2.618.36.x1]	1
3958	Keywan	Riahi	[5.3.2.376.7.x1]	1
3959	Jake	Rice	[5.3.2.620.20.x1]	1
3962	Carmenza	Robledo Abad	[5.3.2.621.102.x1]	1
3967	Anna	Romanovskaya	[5.3.2.622.86.x1]	1
3968	Joyashree	Roy	[5.3.1.623.44.x1]	1
3974	Estela	Santalla	[5.3.2.626.5.x1]	1
3978	Roberto	Schaeffer	[5.3.1.342.16.x1]	1
3979	James Jay	Schauer	[5.3.2.627.113.x1]	1
3982	Ronaldo	Seroa da Motta	[5.3.3.628.16.x1]	1
3983	Karen	Seto	[5.3.1.629.113.x1]	1
3985	Claudia	Sheinbaum	[5.3.2.631.64.x1]	1
3988	Ekundayo	Shittu	[5.3.2.632.113.x1]	1
3990	Priyadarshi R.	Shukla	[5.3.2.547.44.x1]	1
3993	Eswaran	Somanathan	[5.3.1.636.44.x1]	1
3994	Daniel	Sperling	[5.3.2.544.113.x1]	1
3995	Frank	Sperling	[5.3.2.637.75.x1]	1
3999	David	Stern	[5.3.2.230.6.x1]	1
4000	Thomas	Sterner	[5.3.2.177.101.x1]	1
4002	Neil	Strachan	[5.3.2.638.117.x1]	1
4004	Taishi	Sugiyama	[5.3.1.639.51.x1]	1
4005	Sangwon	Suh	[5.3.1.640.113.x1]	1
4006	Nadir Mohamed Awad	Suliman	[5.3.3.641.99.x1]	1
4009	Kanako	Tanaka	[5.3.2.642.51.x1]	1
4012	Massimo	Tavoni	[5.3.2.507.49.x1]	1
4014	Fei	Teng	[5.3.2.516.23.x1]	1
4019	Geetam	Tiwari	[5.3.2.150.44.x1]	1
4020	Francesco	Tubiello	[5.3.2.644.49.x1]	1
4021	Noim	Uddin	[5.3.2.645.6.x1]	1
4022	Kevin Chika	Urama	[5.3.1.646.53.x1]	1
4023	Diana	Ürge-Vorsatz	[5.3.1.647.42.x1]	1
4024	Bob	van der Zwaan	[5.3.2.648.107.x1]	1
4028	Anthony	Venables	[5.3.2.153.117.x1]	1
4031	Maria Virginia	Vilariño	[5.3.2.650.5.x1]	1
4037	Elke	Weber	[5.3.2.185.113.x1]	1
4039	Gang	Wen	[5.3.2.651.23.x1]	1
4040	Jonathan	Wiener	[5.3.2.652.113.x1]	1
4042	Harald	Winkler	[5.3.2.149.95.x1]	1
4044	Ryan	Wiser	[5.3.2.181.113.x1]	1
4051	Azni	Zain Ahmed	[5.3.2.653.60.x1]	1
4055	Xiliang	Zhang	[5.3.2.516.23.x1]	1
4060	Ji	Zou	[5.3.1.655.23.x1]	1
4061	Tomasz	Zylicz	[5.2.4.656.82.x1|5.3.2.656.82.x1]	2
4062	Borgar	Aamaas	[5.1.4.1.75.x1]	1
4063	Mohamed	Abdrabo	[5.2.2.1.30.x1]	1
4064	Lubi	Abraham	[5.1.4.1.77.x1]	1
4065	Helen	Adams	[5.2.4.1.117.x1]	1
4066	Ibidun	Adelekan	[5.2.4.1.74.x1]	1
4067	Neil	Adger	[5.2.2.1.117.x1]	1
4068	Ashish	Aggarwal	[5.2.4.1.44.x1]	1
4069	Anders	Ahlstrom	[5.1.4.1.101.x1]	1
4070	Elena M.	Aizen	[5.2.4.1.113.x1]	1
4071	Vladimir B.	Aizen	[5.2.4.1.113.x1]	1
4072	Magne	Aldrin	[5.1.4.1.75.x1]	1
4073	Lisa	Alexander	[5.1.2.125.6.x1]	1
4074	Erik	Alfaro	[5.2.4.1.25.x1]	1
4075	Jurgen	Alheit	[5.2.4.1.36.x1]	1
4076	Richard	Allan	[5.1.4.1.117.x1]	1
4077	Robert	Allan	[5.1.4.1.117.x1]	1
4078	Simon	Allan	[5.1.2.126.102.x1]	1
4079	Craig	Allen	[5.2.4.1.113.x1]	1
4080	Ian	Allison	[5.1.4.1.6.x1]	1
4081	Tercio	Ambrizzi	[5.1.4.1.16.x1]	1
4082	Alessandro	Anav	[5.1.4.1.117.x2]	2
4083	Kevin	Anchukaitis	[5.1.4.1.113.x1]	1
4084	Bill	Anderegg	[5.2.4.1.113.x1]	1
4085	Bruce	Anderson	[5.1.4.1.113.x1]	1
4086	Oliver David	Andrews	[5.1.4.1.117.x1]	1
4087	Timothy	Andrews	[5.1.4.1.117.x2]	2
4088	Fabien	Anthelme	[5.2.4.1.35.x1]	1
4089	Michio	Aoyama	[5.1.4.1.51.x1]	1
4090	Osamu	Arakawa	[5.1.4.1.51.x1]	1
4091	David	Archer	[5.1.4.1.113.x1]	1
4092	Anthony	Arendt	[5.1.4.1.113.x1]	1
4093	Douglas	Arent	[5.2.2.1.113.x1]	1
4094	Javier	Aristegui	[5.2.4.1.97.x1]	1
4095	Claire	Armstrong	[5.2.4.1.75.x1]	1
4096	Vivek	Arora	[5.1.4.1.20.x1]	1
4097	Raymond	Arritt	[5.1.4.1.113.x1]	1
4098	Jessica	Ayers	[5.2.4.1.117.x1]	1
4099	Kenshi	Baba	[5.2.4.1.51.x1]	1
4100	Johanna	Baehr	[5.1.4.1.36.x1]	1
4101	David	Bahr	[5.1.4.1.113.x2]	2
4102	Govindasamy	Bala	[5.1.4.1.44.x1]	1
4103	Michael	Balinga	[5.2.4.1.19.x1]	1
4104	Molly	Baringer	[5.1.4.1.113.x1]	1
4105	Matthew	Barlow	[5.1.4.1.113.x1]	1
4106	David	Barriopedro	[5.1.4.1.97.x1]	1
4107	Vicente	Barros	[5.2.2.1.5.x1]	1
4108	Patrick J.	Bartlein	[5.1.4.1.113.x1]	1
4109	Jonathan	Barton	[5.2.4.1.117.x1]	1
4110	Nicholas R.	Bates	[5.1.4.1.13.x1]	1
4111	Jane	Battersby	[5.2.4.1.95.x1]	1
4112	Gregory	Beaugrand	[5.2.4.1.35.x1]	1
4113	Susanne	Becken	[5.2.4.1.73.x1]	1
4114	Nina	Becker	[5.2.4.1.36.x1]	1
4115	Rawshan Ara	Begum	[5.2.4.1.8.x1]	1
4116	Vsevolod	Belkovich	[5.2.4.1.86.x1]	1
4117	Johann	Bell	[5.2.4.1.33.x1]	1
4118	Celine	Bellard	[5.2.4.1.35.x1]	1
4119	Nicolas	Bellouin	[5.1.4.1.117.x1]	1
4120	Angela	Benedetti	[5.1.4.1.117.x1]	1
4121	Martin	Beniston	[5.2.4.1.102.x1]	1
4122	Gerardo	Benito	[5.1.4.1.97.x1]	1
4123	Frans	Berkhout	[5.2.4.1.107.x2]	2
4124	Helen	Berry	[5.2.4.1.6.x1]	1
4125	Arnaud	Bertrand	[5.2.4.1.35.x1]	1
4126	Urs	Beyerle	[5.1.4.1.102.x1]	1
4127	Michela	Biasutti	[5.1.4.1.113.x1]	1
4128	Sébastien	Biner	[5.1.4.1.20.x1]	1
4129	Paula	Blackett	[5.2.4.1.73.x1]	1
4130	Donald R.	Blake	[5.1.4.1.113.x1]	1
4131	Alejandro	Bodas-Salcedo	[5.1.4.1.117.x1]	1
4132	Sandrine	Bony	[5.1.4.1.35.x2]	2
4133	Ben	Booth	[5.1.4.1.117.x1]	1
4134	Alberto Vieira	Borges	[5.1.4.1.10.x1]	1
4135	Francesco	Bosello	[5.2.4.1.49.x1]	1
4136	Wouter	Botzen	[5.2.4.1.107.x1]	1
4137	Olivier	Boucher	[5.1.4.1.35.x3]	3
4138	Sarah	Boulter	[5.2.4.1.6.x1]	1
4139	Philippe	Bousquet	[5.1.4.1.35.x1]	1
4140	Laurens	Bouwer	[5.2.4.1.107.x1]	1
