id	first_name	last_name	contributions	total_contributions
1228	E.	Holt	[3.3.4.1178.113.x1]	1
1229	Jarle Inge	Holten	[1.1.2.1111.75.x1|2.2.2.1111.75.x2|2.2.4.1111.75.x1|3.2.2.1111.75.x2]	6
1230	F-K.	Holtmeier	[2.2.4.1303.36.x1]	1
1231	Albert A. M.	Holtslag	[3.1.4.226.107.x1|4.1.4.396.107.x1]	2
1232	Yasushi	Honda	[4.2.2.366.51.x1|5.2.2.366.51.x1]	2
1233	S.W.	Hong	[2.3.2.1374.96.x1]	1
1234	Monique	Hoogwijk	[4.3.2.562.107.x1|4.3.4.562.107.x1]	2
1235	F.M.J.	Hoozemans	[2.2.4.789.107.x1]	1
1236	Christopher	Hope	[3.2.2.276.117.x1|3.2.3.276.117.x1|4.2.2.276.117.x1]	3
1237	L.	Hopkins	[2.1.4.250.6.x1]	1
1238	David	Hopley	[2.2.4.811.6.x1]	1
1240	L.	Horowitz	[3.1.4.166.113.x1]	1
1241	B.	Horton	[2.1.4.182.117.x1]	1
1242	Brian J.	Hoskins	[4.1.2.204.117.x2|4.1.3.204.117.x1]	3
1243	Y.	Hosokawa	[2.2.4.1304.51.x1]	1
1244	J.T.	Houghton	[1.2.4.182.117.x1|2.1.2.1.117.x2|3.1.4.1.117.x1]	4
1245	R.A.	Houghton	[1.1.2.1031.113.x1|3.1.2.1031.113.x1]	2
1246	Jean-Charles	Hourcade	[2.3.1.587.35.x2|2.3.2.587.35.x1|3.3.1.587.35.x1|3.3.2.587.35.x1|4.3.2.587.35.x1]	6
1247	F.	Hourdin	[3.1.4.167.35.x1]	1
1248	Joanna I.	House	[3.1.4.212.36.x2|4.1.4.160.117.x1|5.1.4.1.117.x1]	4
1251	Grete K.	Hovelsrud	[5.2.2.367.75.x1|5.2.4.367.75.x1]	2
1253	Mark	Howden	[2.2.2.1305.6.x1|2.2.4.1305.6.x1|3.2.3.1112.6.x1|3.2.4.1112.6.x1|4.2.2.171.6.x2|4.3.4.171.6.x1|5.2.2.171.6.x1]	8
1254	Charles	Howe	[3.2.2.248.113.x1]	1
1256	Aixue	Hu	[4.1.4.166.113.x1]	1
1257	Yongyun	Hu	[5.1.2.140.23.x1]	1
1258	Z.-Z.	Hu	[3.1.4.1032.113.x1]	1
1259	Nguyen	Hu Ninh	[1.1.2.810.121.x1|4.2.2.810.121.x1]	2
1260	R.	Huang	[2.1.4.461.113.x1]	1
1261	He-Qing	Huang	[5.2.2.233.23.x1]	1
1262	Jianping	Huang	[5.1.2.213.23.x1]	1
1264	S.	Huang	[3.1.4.247.113.x1]	1
1265	Y.J.	Huang	[2.2.2.1.113.x1]	1
1266	Yang	Huating	[2.2.4.1276.23.x1]	1
1267	Christian	Huggel	[5.2.2.246.102.x1]	1
1268	K.	Hughen	[3.1.4.461.113.x1]	1
1269	Lesley	Hughes	[4.2.2.368.6.x1|4.2.4.368.6.x1|5.2.2.368.6.x1]	3
1270	M.K.	Hughes	[3.1.4.430.113.x1]	1
1271	Terence	Hughes	[4.2.4.811.6.x1]	1
1272	Hui	Ju	[3.2.4.820.23.x1|4.2.4.820.23.x1]	2
1273	Mike	Hulme	[2.1.4.231.117.x1|3.1.1.231.117.x1|3.1.2.231.117.x1|3.1.4.231.117.x2|3.2.3.231.117.x1|3.2.4.231.117.x1]	7
1274	Elizabeth	Hunke	[4.1.4.703.113.x1]	1
1275	B.	Hunt	[1.1.2.171.6.x1|1.2.4.171.6.x1]	2
1276	B.	Huntley	[2.1.4.1264.117.x1|2.2.4.1264.117.x1]	2
1277	Saleemul	Huq	[3.2.2.288.8.x2|4.2.1.288.117.x1|4.2.2.288.117.x2|5.2.1.288.8.x1]	6
1278	James W.	Hurrell	[3.1.4.166.113.x2|4.1.4.166.113.x1|5.1.3.166.113.x1]	4
1279	N.	Husson	[1.1.2.167.35.x1]	1
1282	Guy	Hutton	[4.2.2.812.102.x1]	1
1283	Philippe	Huybrechts	[2.1.4.137.36.x1|3.1.2.214.10.x1|4.1.4.214.10.x3|5.1.3.214.10.x1]	6
1285	Francis I.	Ibitoye	[4.3.2.899.74.x1]	1
1286	A.	Ibrahim	[1.1.2.1.30.x1]	1
1287	Ana	Iglesias	[2.2.2.370.97.x1|3.2.4.1.1.x1|4.2.4.813.5.x1|5.2.3.370.97.x1]	4
1288	Mohammad	Ilyas	[3.2.2.1113.60.x1]	1
1289	Anton	Imeson	[4.2.2.814.107.x1]	1
1291	H.	Imura	[3.3.2.267.51.x1]	1
1292	A.	Inaba	[2.2.4.1071.51.x1]	1
1293	L.D.	Incoll	[2.2.4.1.117.x1]	1
1295	William	Ingram	[4.1.4.182.117.x1]	1
1296	J.L.	Innes	[2.2.4.1306.102.x1]	1
1297	Gregory	Insarov	[5.2.2.263.86.x1]	1
1298	Muhammad Mohsin	Iqbal	[5.2.2.371.78.x1]	1
1299	P.	Irannejad	[2.1.4.368.6.x1]	1
1300	Masami	Iriki	[1.2.4.1114.51.x1]	1
1301	I.S.A	Isaksen	[1.3.1.424.75.x1|2.1.2.424.75.x1|3.1.2.424.75.x2]	4
1302	Ketil	Isaksen	[4.1.4.666.75.x2]	2
1303	A.	Ishida	[3.1.4.1033.51.x1]	1
1304	Masayoshi	Ishii	[4.1.4.660.51.x1]	1
1305	Hisashi	Ishitani	[2.2.1.148.51.x1|2.2.2.148.51.x2|3.3.2.148.51.x2|3.3.3.148.51.x1]	6
1306	H.	Iskenderian	[3.1.4.1034.113.x1]	1
1307	Sirajul	Islam	[4.2.2.815.8.x1]	1
1308	R.	Ismail	[2.2.2.1.60.x1]	1
1309	Venugopalan	Ittekkot	[2.2.1.264.36.x1|2.2.2.264.36.x1|3.2.2.1115.36.x1|3.2.4.1115.36.x1]	4
1310	N.	Ivachtchenko	[2.1.4.1220.86.x1]	1
1311	Antonina	Ivanova Boncheva	[4.3.2.567.64.x1|5.3.3.567.64.x1]	2
1312	M.	Jaccard	[2.3.1.787.20.x1|2.3.2.787.20.x1]	2
1313	C.	Jack	[3.1.4.149.95.x1]	1
1314	C.	Jackman	[3.1.4.124.113.x1]	1
1315	Daniel	Jacob	[2.1.4.215.113.x1|3.1.4.215.113.x1|4.1.2.215.113.x1|5.1.3.215.113.x1]	4
1316	Daniela	Jacob	[5.2.2.372.36.x1]	1
1317	J.	Jacobeit	[3.1.4.1035.36.x1]	1
1318	U.K.	Jacobson	[2.3.2.247.113.x1]	1
1319	L.	Jaeglo	[3.1.4.215.113.x1]	1
1320	A.	Jaervinen	[2.2.4.1307.34.x1]	1
1321	Mostafa	Jafari	[4.2.2.253.46.x1]	1
1322	A.B.	Jaffe	[3.3.2.1179.113.x1]	1
1323	R.	Jahnke	[2.1.4.1229.113.x1]	1
1324	A.K.	Jain	[2.1.4.281.113.x1|3.1.4.281.113.x2]	3
1325	Suman	Jain	[5.1.2.210.122.x1]	1
1326	Christian	Jakob	[5.1.2.216.6.x1]	1
1327	Bubu Pateh	Jallow	[3.2.1.704.106.x1|3.2.2.704.106.x3|4.1.3.704.106.x2]	6
1329	Anthony	Janetos	[1.1.4.816.113.x1|4.2.2.816.113.x1|5.2.1.256.113.x1]	3
1330	G.	Jannuzzi	[3.3.4.1.1.x1]	1
1331	Eystein	Jansen	[4.1.1.133.75.x1|4.1.4.133.75.x2|5.1.2.133.75.x1]	4
1332	I.A.	Janssens	[3.1.4.1036.10.x1]	1
1333	Peter	Jansson	[4.1.4.701.101.x1]	1
1334	H. Henry	Janzen	[3.3.2.941.20.x1|3.3.4.941.20.x1|4.3.2.941.20.x1]	3
1335	V.J.	Jaramillo	[3.1.2.236.64.x1|3.1.4.236.64.x1]	2
1336	P.G.	Jarvis	[1.2.1.211.117.x1|2.2.2.211.117.x1]	2
1339	T.	Jaszay	[3.3.2.1181.42.x1]	1
1340	Ernesto	Jauregui	[3.2.2.1116.64.x1]	1
1341	A.	Jayaraman	[3.1.2.254.44.x1|3.1.4.254.44.x1]	2
1342	Robert L.	Jefferies	[3.2.2.313.20.x1|4.2.3.313.20.x1]	2
1343	M.	Jefferson	[2.2.2.1364.117.x1|2.3.4.1364.117.x1|3.3.3.1182.117.x1]	3
1344	G.	Jendritzky	[1.2.4.1.36.x1|2.2.2.1.36.x1]	2
1345	Adrian	Jenkins	[4.1.4.146.117.x1]	1
1346	G.J.	Jenkins	[1.1.2.182.117.x1]	1
1347	R.	Jenne	[1.1.2.166.113.x2]	2
1348	Catrinus J.	Jepma	[2.3.2.942.107.x1|3.3.1.942.107.x1|3.3.2.942.107.x2|4.3.2.942.107.x1]	5
1349	Erik	Jeppesen	[4.2.4.817.28.x1]	1
1350	Simon	Jetté-Nantel	[4.2.4.331.20.x1]	1
1351	Svetlana	Jevrejeva	[5.1.2.217.117.x1]	1
1352	Y.	Jia	[3.1.4.1014.117.x1]	1
1353	Kejun	Jiang	[3.3.4.525.23.x1|4.3.2.525.23.x1]	2
1354	Tong	Jiang	[5.2.2.187.23.x1]	1
1355	X.	Jiang	[1.1.2.281.113.x1]	1
1356	Su	Jilan	[2.2.2.1117.23.x2|3.2.3.1117.23.x1]	3
1357	Blanca Elena	Jimenez Cisneros	[4.2.2.236.64.x1|5.2.1.373.64.x1|5.2.4.373.64.x1]	3
1358	Esteban	Jobbagy	[4.3.4.943.5.x1]	1
1359	Eberhard	Jochem	[3.3.2.944.36.x1|3.3.3.944.36.x1|4.3.3.944.36.x1]	3
1360	N.S.	Jodha	[2.2.4.1.72.x1]	1
1361	O.M.	Johannessen	[3.1.4.682.75.x1]	1
1362	T.	Johannesson	[2.1.4.1230.43.x1]	1
1364	Thomas	Johansson	[2.2.1.324.101.x1|2.2.2.324.101.x2]	3
1365	Tim	Johns	[2.1.4.182.117.x3|5.1.2.182.117.x1]	4
1367	E	Johnson	[1.1.2.1399.117.x1]	1
1368	Gregory	Johnson	[5.1.2.218.113.x1]	1
1369	D.	Johnson	[2.2.4.661.113.x1]	1
1371	P.	Jonas	[2.1.1.1231.117.x1|2.1.2.1231.117.x1|2.1.4.1231.117.x2]	4
1372	S.	Jonasson	[2.2.4.440.28.x1]	1
1375	Andy	Jones	[3.1.2.182.117.x1|3.1.4.182.117.x1|3.2.2.182.117.x1|3.2.4.182.117.x2|4.1.4.182.117.x1|5.1.4.1.117.x1]	7
1377	Christopher	Jones	[4.1.4.182.117.x1|5.1.2.182.117.x1]	2
1378	Colin	Jones	[4.1.4.705.20.x2]	2
1379	Gareth S.	Jones	[4.1.4.182.117.x1]	1
1380	Gregory	Jones	[4.2.4.819.113.x1]	1
1381	Julie	Jones	[4.1.4.706.36.x1]	1
1382	Philip D.	Jones	[1.1.4.231.117.x1|3.2.2.231.117.x1|3.2.4.231.117.x1|4.1.1.231.117.x1|4.1.4.231.117.x2]	6
1384	Richard	Jones	[3.1.4.182.117.x1|4.1.2.182.117.x1|5.2.1.182.117.x1|5.2.2.182.117.x1]	4
1385	Roger N.	Jones	[3.1.4.171.6.x3|4.2.1.171.6.x1|4.2.2.171.6.x2|5.2.2.374.6.x2]	8
1386	Fortunat	Joos	[2.1.2.126.102.x1|3.1.3.126.102.x3|3.1.4.126.102.x2|4.1.2.126.102.x3|4.1.4.126.102.x4]	13
1387	Suzanne	Joosen	[4.3.4.562.107.x2]	2
1388	Simon	Josey	[4.1.4.421.117.x2|5.1.2.219.117.x1]	3
1389	Frank	Jotzo	[5.3.2.230.6.x1]	1
1390	Ian	Joughin	[4.1.4.132.113.x1]	1
1391	Sylvie	Joussaume	[3.1.2.167.35.x1|3.1.4.167.35.x1|5.1.3.167.35.x1]	3
1392	Jean	Jouzel	[2.1.2.1232.35.x1|3.1.2.167.35.x1|4.1.2.167.35.x2|4.1.3.167.35.x1|5.1.3.167.35.x1]	6
1394	L.A.	Joyce	[1.1.2.1031.113.x2]	2
1395	Terrence	Joyce	[4.1.4.461.113.x1]	1
1396	L.A.	Joyce	[2.2.2.1031.113.x2]	2
1397	R.J.V.	Joyce	[2.2.4.1.117.x1]	1
1399	Sukgeun	Jung	[5.2.2.375.96.x1]	1
1400	Johann H.	Jungclaus	[4.1.4.169.36.x1|5.1.4.1.36.x2]	3
1401	P.R.	Jutro	[1.1.2.1.113.x1]	1
1402	Pavel	Kabat	[4.2.2.821.107.x1|5.2.3.376.7.x1]	2
1403	Zdzislaw	Kaczmarek	[2.2.1.387.82.x1|2.2.2.387.82.x1|3.2.2.387.82.x1]	3
1405	Masa	Kageyama	[3.1.4.167.35.x1|4.1.4.167.35.x1]	2
1406	Suzana	Kahn Ribeiro	[4.3.1.342.16.x1|4.3.2.342.16.x2]	3
1407	Mikiko	Kainuma	[4.3.2.129.51.x1]	1
1408	D.	Kaiser	[3.1.4.271.113.x1]	1
1409	Lucka	Kajfez-Bogataj	[4.2.2.377.94.x2|4.2.3.377.94.x2|5.2.3.377.94.x1]	5
1410	L.	Kalkstein	[2.2.2.1.113.x1|3.2.4.1.1.x1]	2
1411	Per	Kållberg	[4.1.4.245.117.x1]	1
1412	Patricia	Kameri-Mbote	[5.2.2.378.53.x1]	1
1413	T.	Kaminski	[3.1.4.169.36.x1]	1
1415	M.	Kanakidou	[3.1.4.1037.38.x1]	1
1416	M.	Kanamitsu	[2.1.4.1233.113.x1]	1
1417	Milind	Kandlikar	[3.1.4.1038.113.x1|4.2.4.215.113.x1]	2
1418	Sally	Kane	[2.3.4.188.113.x1|3.2.4.188.113.x1]	2
1419	Krishna Kumar	Kanikicharla	[5.1.1.134.44.x1|5.1.2.134.44.x1]	2
1421	Gorashi Mohammed	Kanoan	[4.3.2.945.76.x1]	1
1422	Joseph Katongo	Kanyanga	[5.1.2.220.122.x1]	1
1423	Alexey	Kaplan	[5.1.2.185.113.x1]	1
1424	Manmohan	Kapshe	[4.2.2.822.44.x1]	1
1425	Baris	Karapinar	[5.2.2.126.102.x1]	1
1426	Bernd	Kärcher	[4.1.4.192.36.x1]	1
1427	R.	Karimanzira	[1.2.4.1.123.x1]	1
1428	Timo	Karjalainen	[4.3.2.946.34.x1]	1
1429	Thomas R.	Karl	[2.1.2.188.113.x1|2.1.4.188.113.x2]	3
1430	David	Karl	[5.2.1.237.113.x1]	1
1431	Thomas R.	Karl	[1.3.1.188.113.x1|3.1.1.188.113.x1|3.1.2.188.113.x1|4.1.3.188.113.x1]	4
1432	S.	Karlsdottir	[3.1.4.424.75.x1]	1
1433	I.	Karol	[1.1.1.1396.114.x1]	1
1434	David J.	Karoly	[1.1.2.216.6.x1|1.1.4.216.6.x1|2.1.4.216.6.x2|3.1.1.216.6.x1|3.1.4.216.6.x2|4.1.3.300.6.x1|4.2.2.300.6.x3|5.2.3.300.6.x1]	12
1435	Sivan	Kartha	[3.3.4.1163.113.x1|5.3.1.573.113.x1]	2
1436	Georg	Kaser	[4.1.2.221.7.x1|4.2.4.221.7.x1|5.1.2.221.7.x1]	3
1437	Takao	Kashiwagi	[2.2.1.1183.51.x1|2.2.2.1183.51.x1|3.3.2.1183.51.x1]	3
1438	Robert	Kates	[3.2.3.332.113.x1|4.2.3.332.113.x1]	2
1439	J.	Katima	[3.1.2.416.104.x1]	1
1440	H.	Kato	[3.1.4.639.51.x1]	1
1441	A.	Kattenberg	[2.1.1.226.107.x1|2.1.2.226.107.x1]	2
1442	Vladimir M.	Kattsov	[3.1.2.222.86.x1|3.1.4.222.86.x1|4.1.2.222.86.x3|5.1.2.222.86.x1|5.1.4.222.86.x1]	7
1443	Richard W.	Katz	[1.1.2.166.113.x1|2.1.4.166.113.x1|3.1.4.166.113.x2|4.1.4.166.113.x1]	5
1444	Y.	Kaufman	[3.1.4.124.113.x1]	1
1445	M.R.	Kaufmann	[2.2.4.1294.113.x1]	1
1446	F.	Kauker	[3.1.4.137.36.x1]	1
1447	P.E.	Kauppi	[2.2.2.274.34.x1|3.3.1.274.34.x1|3.3.2.274.34.x2]	4
1448	S.	Kavi Kumar	[2.3.4.1157.44.x1]	1
1449	Michio	Kawamiya	[4.1.4.660.51.x1]	1
1451	T.	Keane	[1.1.2.1.47.x1]	1
1452	C. David	Keeling	[2.1.4.259.113.x1|3.1.4.259.113.x1|4.1.4.259.113.x1]	3
1453	Ralph	Keeling	[3.1.4.259.113.x1|4.1.4.259.113.x1]	2
1454	A.	Keen	[2.1.4.182.117.x1]	1
1456	D.	Keith	[3.1.4.215.113.x1|3.3.4.215.113.x1]	2
1457	Klaus	Keller	[4.2.4.195.113.x1]	1
1458	Seppo	Kellomaki	[3.2.3.824.34.x1|4.2.3.824.34.x1]	2
1461	S.	Kempe	[2.1.4.264.36.x1]	1
1462	John	Kennedy	[4.1.4.182.117.x1]	1
1464	Gavin	Kenny	[2.2.2.825.73.x1|3.2.4.1.1.x1|4.2.4.825.73.x1]	3
1465	Jesse	Kenyon	[4.1.4.652.113.x1]	1
1466	Nathaniel	Keohane	[3.3.4.215.113.x1]	1
1467	Veli-Matti	Kerminen	[5.1.2.223.34.x1]	1
1468	B.	Keshavamurthy	[1.2.4.254.44.x1]	1
1469	A.	Kettle	[3.1.4.1002.36.x1]	1
1470	Jamie	Kettleborough	[4.1.4.707.117.x2]	2
1471	L.	Kettunen	[1.1.2.1.34.x1]	1
1475	Barney S.	Kgope	[4.2.4.1.95.x1]	1
1477	Mizan R.	Khan	[5.3.2.574.8.x1]	1
1478	P.	Khanna	[2.2.2.1.44.x1]	1
1479	Viatcheslar	Kharin	[3.1.4.164.20.x1|4.1.4.164.20.x1|5.1.4.1.20.x2]	4
1480	N.	Kharin	[2.2.4.1309.112.x1]	1
1481	Abdellatif	Khattabi	[5.2.2.379.69.x1]	1
1482	Haroon	Kheshgi	[2.1.4.380.113.x1|3.1.2.380.113.x1|3.1.4.380.113.x2|3.3.4.380.113.x1|4.3.3.380.113.x1|5.2.3.380.113.x1]	7
1483	S.	Khmelevtsov	[2.1.4.1234.86.x1]	1
1484	Myriam	Khodri	[4.1.4.306.35.x1]	1
1485	Ashok	Khosla	[3.3.4.1184.44.x1]	1
1486	D.W.	Kicklighter	[3.1.4.1039.113.x1]	1
1487	J.T.	Kiehl	[2.1.4.166.113.x1|3.1.4.166.113.x2]	3
1488	George	Kiladis	[4.1.4.188.113.x1]	1
1489	G.A.	Kile	[2.2.4.171.6.x1]	1
1490	Wulf	Killmann	[4.2.4.644.49.x1]	1
1491	P.D.	Killworth	[3.1.4.1014.117.x1]	1
1492	J.-W.	Kim	[3.1.3.155.96.x1]	1
1493	Kuh	Kim	[4.1.4.708.96.x1]	1
1496	J.	Kimble	[2.2.4.849.113.x1]	1
1497	Masahide	Kimoto	[4.1.4.148.51.x1|5.1.2.148.51.x1]	2
1498	J.	Kindler	[1.2.4.1.82.x1|2.2.4.356.113.x1]	2
1499	Brian	King	[4.1.4.421.117.x1]	1
1500	Darren	King	[4.2.4.280.73.x1]	1
1501	M.D.	King	[1.2.4.124.113.x1]	1
1502	Nicholas	King	[5.2.3.332.95.x1]	1
1503	B.	Kininmonth	[2.1.4.250.6.x1]	1
1504	Stefan	Kinne	[4.1.4.169.36.x1]	1
1505	Patrick	Kinney	[5.2.2.185.113.x1]	1
1506	D.	Kinnison	[1.1.2.201.113.x1]	1
1508	R.	Kintanar	[1.1.4.1.81.x1]	1
1509	J.	Kinyamario	[2.2.4.427.53.x1]	1
1510	V.	Kirchhoff	[1.2.4.284.16.x1|3.1.2.284.16.x1]	2
1511	Andrei	Kirilenko	[4.2.2.826.113.x1]	1
1512	Miko	Kirschbaum	[2.2.1.171.6.x2|2.2.2.171.6.x1]	3
1513	Paul	Kirshen	[5.2.2.382.113.x1]	1
1514	Ben	Kirtman	[4.1.4.224.113.x1|5.1.1.224.113.x1]	2
1515	A.	Kiselev	[1.1.2.1396.114.x1]	1
1517	Roger	Kitching	[5.2.1.311.6.x1]	1
1518	Akio	Kitoh	[2.1.2.1052.51.x1|3.1.2.225.51.x1|4.1.2.225.51.x1|4.1.4.225.51.x1|5.1.2.225.51.x1]	5
1519	T.	Kittel	[2.1.4.166.113.x1|2.2.4.166.113.x1|3.1.4.166.113.x1]	3
1520	Robert B.R.	Kiunsi	[5.2.2.383.104.x1]	1
1521	Peter	Kjeldsen	[4.3.4.506.28.x1]	1
1522	Tord	Kjellstrom	[4.2.2.482.73.x1]	1
1523	Richard J.T.	Klein	[3.2.2.200.36.x1|3.2.4.200.36.x1|4.2.1.384.101.x1|4.2.2.384.101.x2|4.2.4.384.101.x1|5.2.1.384.101.x1]	7
1524	Stephen A.	Klein	[4.1.4.201.113.x1]	1
1525	Richard J.T.	Klein	[2.2.2.1091.107.x2]	2
1526	Albert	Klein Tank	[4.1.2.226.107.x1|5.1.1.226.107.x1]	2
1527	D.	Kley	[3.1.4.1040.36.x1]	1
1528	F.	Kloetzli	[2.2.4.1310.102.x1]	1
1529	A.K.	Knapp	[2.2.2.1.113.x1]	1
1530	F.	Knecht	[2.2.2.850.113.x1]	1
1531	R.	Knight	[2.1.4.188.113.x1|3.1.4.188.113.x1]	2
1532	W.	Knorr	[3.1.4.212.36.x1]	1
1533	J.	Knox	[1.1.4.164.20.x1]	1
1534	Thomas	Knutson	[2.1.4.188.113.x1|3.1.4.188.113.x3|4.1.4.188.113.x1]	5
1535	Reto	Knutti	[4.1.2.188.113.x1|4.1.4.188.113.x4|5.1.1.136.102.x1]	6
1536	M.	Ko	[3.1.4.1034.113.x1]	1
1537	Shigeki	Kobayashi	[4.3.1.947.51.x1|4.3.2.947.51.x2]	3
1538	Dorothy	Koch	[3.1.4.166.113.x2|5.1.2.227.113.x1]	3
1539	K.	Kodera	[3.1.4.225.51.x1]	1
1540	Roy M.	Koerner	[1.1.2.741.20.x1|1.2.4.741.20.x1]	2
1541	Arne	Koertzinger	[4.1.4.709.36.x1]	1
1542	K.E.	Kohfeld	[3.1.4.212.36.x1]	1
1544	G.	Kohlmaier	[1.1.2.1405.36.x2]	2
1545	H.	Koide	[2.1.4.225.51.x2]	2
1546	Toshio	Koike	[4.1.3.148.51.x1]	1
1547	S.	Kojima	[2.2.2.1.51.x1]	1
1548	A.O.	Kokorin	[2.2.4.295.86.x1]	1
1549	T.	Kolchugina	[2.2.2.1.86.x1]	1
1550	A.	Kolesov	[2.3.2.1162.86.x1]	1
1551	Rupa Kumar	Kolli	[4.1.2.134.44.x1]	1
1552	A.	Kollmus	[3.3.4.962.113.x1]	1
1553	Charles	Kolstad	[4.3.2.640.113.x1|5.3.1.338.113.x1]	2
1554	K.P.	Koltermann	[2.2.4.1.36.x1]	1
1555	Paul	Komor	[2.2.2.1.113.x2]	2
1556	Manaswita	Konar	[4.3.4.948.44.x1]	1
1557	Yutaka	Kondo	[5.1.2.148.51.x1]	1
1558	G.	Konnen	[2.1.4.226.107.x1]	1
1559	N.	Kononova	[2.1.4.1235.86.x1]	1
1560	Inga	Konstantinaviciute	[4.3.2.949.57.x1]	1
1561	Zurab	Kopaliani	[3.2.2.294.86.x1]	1
1562	Christian	Korner	[2.1.4.827.102.x1|2.2.4.827.102.x2|4.2.4.827.102.x1]	4
1563	L.	Korovkina	[2.1.4.295.86.x1]	1
1565	James	Kossin	[5.1.2.188.113.x1]	1
1566	Randal	Koster	[2.1.4.414.113.x1|4.1.4.124.113.x1]	2
1567	Andrey	Kostianoy	[5.1.2.205.86.x1]	1
1568	V.M.	Kotlyakov	[2.2.2.263.86.x1]	1
1569	Christoph	Kottmeier	[4.1.4.710.36.x1]	1
1570	Paul	Kovacs	[3.2.2.385.20.x1|3.2.4.385.20.x1|4.2.2.385.20.x1|5.2.2.385.20.x1]	4
1571	Sari	Kovats	[2.2.4.358.117.x1|3.2.2.1.1.x1|3.2.4.1.1.x1|4.2.2.358.117.x1|4.2.4.358.117.x3|5.2.1.358.117.x1]	8
1572	Lee Ann	Kozak	[3.2.2.1156.113.x1]	1
1574	T.	Kram	[2.2.2.1.107.x1]	1
1575	Olga N.	Krankina	[3.3.2.180.113.x2|4.3.2.180.113.x1]	3
1576	N.	Krauchi	[2.2.4.1306.102.x2]	2
1577	I.	Krause	[2.3.2.1375.113.x2]	2
1578	P.E.	Kriedemann	[2.2.4.171.6.x1]	1
1579	Gerhard	Krinner	[5.1.2.228.35.x1]	1
1580	Ramesh	Kripalani	[4.1.4.134.44.x1]	1
1581	Andrei	Krovnin	[1.2.4.1311.86.x1|2.2.2.1311.86.x2]	3
1582	Joseph A.	Kruger	[4.3.2.950.113.x1]	1
1583	Alan J.	Krupnick	[3.3.2.873.113.x2]	2
1584	Marta	Krynytzky	[4.1.4.132.113.x1]	1
1585	M.	Kuhn	[3.1.2.221.7.x1]	1
1586	Lambert	Kuijpers	[3.3.2.951.107.x1|4.3.2.951.107.x1]	2
1587	G.	Kukla	[2.1.4.185.113.x1]	1
1588	A.S.	Kulikov	[2.2.4.263.86.x1]	1
1589	Shashi	Kulshrestha	[2.2.2.332.44.x2]	2
1590	K.R.	Kumar	[2.1.4.134.44.x1|3.1.4.134.44.x1]	2
1591	Pushpam	Kumar	[4.3.2.952.117.x1]	1
1592	Surender	Kumar	[5.2.2.386.44.x1]	1
1593	Zbigniew	Kundzewicz	[2.2.4.700.102.x1|4.2.1.387.82.x1|4.2.2.387.82.x2|5.2.3.387.82.x1]	5
1594	Kenneth	Kunkel	[3.1.4.711.113.x1|4.1.4.711.113.x1]	2
1595	Kristin	Kuntz-Duriseti	[3.2.4.338.113.x1]	1
1596	D.	Kupfer	[1.1.2.1.36.x1]	1
1597	M.	Kuroda	[2.3.2.851.51.x1]	1
1598	M.	Kurylo	[3.1.4.124.113.x1]	1
1599	Werner A.	Kurz	[2.1.4.1236.20.x1]	1
1600	K	Kurz	[1.3.1.169.36.x1]	1
1601	Werner A.	Kurz	[4.3.2.790.20.x1]	1
1602	Paul J.	Kushner	[4.1.4.313.20.x1]	1
1603	Y.	Kushnir	[3.1.4.185.113.x1]	1
1604	J.E.	Kutzbach	[1.1.4.731.113.x1|2.1.4.731.113.x1|3.1.4.731.113.x1]	3
1605	Snorre	Kverndokk	[3.3.2.584.75.x2|4.3.4.584.75.x1|5.3.3.584.75.x1]	4
1606	Ronald	Kwok	[4.1.4.124.113.x1|5.1.2.124.113.x1]	2
1607	Won-Tae	Kwon	[4.1.2.712.96.x1|5.2.2.229.96.x1]	2
1608	Laurent	Labeyrie	[4.1.3.167.35.x1|4.1.4.167.35.x1]	2
1609	J.	Labraga	[2.2.4.1.5.x1]	1
1610	M.	Lai	[2.1.2.1237.44.x1]	1
1611	S.	Lai	[1.1.2.254.44.x1]	1
1612	Alexandre	Laine	[4.1.4.167.35.x1]	1
1613	Jukka	Laine	[3.2.2.274.34.x1]	1
1614	R.	Laine	[2.2.4.274.34.x1]	1
1615	Petro	Lakyda	[4.2.4.828.116.x1]	1
1616	Murari	Lal	[3.2.1.432.44.x1|3.2.2.432.44.x2|3.2.4.432.44.x1|4.2.1.829.44.x1|4.2.2.829.44.x2]	7
1617	Rattan	Lal	[2.1.4.168.113.x1|3.1.2.168.113.x1|3.1.4.168.113.x2]	4
1618	Chiu-Ying	Lam	[4.1.4.713.23.x1]	1
1619	Joseph	Lam	[4.2.4.830.23.x1]	1
1620	Jean-Francois	Lamarque	[5.1.2.166.113.x1]	1
1621	P.	Lamb	[2.1.4.1238.113.x1]	1
1622	Kurt	Lambeck	[3.1.2.230.6.x1|4.1.4.230.6.x1|5.1.2.230.6.x1]	3
1623	S.	Lambert	[2.1.4.277.20.x1]	1
1624	F. Hugo	Lambert	[4.1.4.153.117.x1]	1
1625	S.	Lambert	[3.1.4.277.20.x1]	1
1626	Annamaria	Lammel	[5.2.2.388.35.x1]	1
1627	G.	Lammel	[3.1.4.169.36.x1]	1
1628	C.	Land	[3.1.4.169.36.x2]	2
1629	J.	Landsberg	[2.2.4.171.6.x1]	1
1630	Chris	Landsea	[2.1.4.255.113.x1|3.1.4.188.113.x3]	4
